case,ebno_db,rep,eval_seed,transport_blocks,trained_block_errors,ls_block_errors,trained_only_errors,ls_only_errors,both_errors,both_correct,trained_minus_ls_batch_tbler
confirmation_umi_12prb_cell212_permuted_ports,10.0,23,2037101524,256,2,2,0,0,2,254,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,24,2037101525,256,1,1,0,0,1,255,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,25,2037101526,256,2,2,0,0,2,254,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,26,2037101527,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,27,2037101528,256,2,0,2,0,0,254,0.0078125
confirmation_umi_12prb_cell212_permuted_ports,10.0,28,2037101529,256,2,2,0,0,2,254,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,29,2037101530,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,30,2037101531,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,31,2037101532,256,1,1,0,0,1,255,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,32,2037101533,256,1,1,1,1,0,254,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,33,2037101534,256,1,0,1,0,0,255,0.00390625
confirmation_umi_12prb_cell212_permuted_ports,10.0,34,2037101535,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,35,2037101536,256,2,0,2,0,0,254,0.0078125
confirmation_umi_12prb_cell212_permuted_ports,10.0,36,2037101537,256,1,1,0,0,1,255,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,37,2037101538,256,4,4,0,0,4,252,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,38,2037101539,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,39,2037101540,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,40,2037101541,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,41,2037101542,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,42,2037101543,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,43,2037101544,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,44,2037101545,256,2,2,0,0,2,254,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,45,2037101546,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,46,2037101547,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,47,2037101548,256,0,1,0,1,0,255,-0.00390625
confirmation_umi_12prb_cell212_permuted_ports,10.0,48,2037101549,256,1,1,0,0,1,255,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,49,2037101550,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,50,2037101551,256,0,1,0,1,0,255,-0.00390625
confirmation_umi_12prb_cell212_permuted_ports,10.0,51,2037101552,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,52,2037101553,256,2,1,1,0,1,254,0.00390625
confirmation_umi_12prb_cell212_permuted_ports,10.0,53,2037101554,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,54,2037101555,256,4,5,0,1,4,251,-0.00390625
confirmation_umi_12prb_cell212_permuted_ports,10.0,55,2037101556,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,56,2037101557,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,57,2037101558,256,2,2,0,0,2,254,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,58,2037101559,256,1,0,1,0,0,255,0.00390625
confirmation_umi_12prb_cell212_permuted_ports,10.0,59,2037101560,256,2,2,0,0,2,254,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,60,2037101561,256,2,0,2,0,0,254,0.0078125
confirmation_umi_12prb_cell212_permuted_ports,10.0,61,2037101562,256,2,2,0,0,2,254,0.0
confirmation_umi_12prb_cell212_permuted_ports,10.0,62,2037101563,256,5,4,1,0,4,251,0.00390625
confirmation_umi_12prb_cell212_permuted_ports,10.0,63,2037101564,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,0,2037111501,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,1,2037111502,256,0,1,0,1,0,255,-0.00390625
confirmation_umi_12prb_cell212_permuted_ports,14.0,2,2037111503,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,3,2037111504,256,5,5,0,0,5,251,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,4,2037111505,256,1,0,1,0,0,255,0.00390625
confirmation_umi_12prb_cell212_permuted_ports,14.0,5,2037111506,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,6,2037111507,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,7,2037111508,256,1,1,0,0,1,255,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,8,2037111509,256,1,1,0,0,1,255,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,9,2037111510,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,10,2037111511,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,11,2037111512,256,1,1,0,0,1,255,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,12,2037111513,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,13,2037111514,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,14,2037111515,256,0,1,0,1,0,255,-0.00390625
confirmation_umi_12prb_cell212_permuted_ports,14.0,15,2037111516,256,0,2,0,2,0,254,-0.0078125
confirmation_umi_12prb_cell212_permuted_ports,14.0,16,2037111517,256,1,1,0,0,1,255,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,17,2037111518,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,18,2037111519,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,19,2037111520,256,1,3,0,2,1,253,-0.0078125
confirmation_umi_12prb_cell212_permuted_ports,14.0,20,2037111521,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,21,2037111522,256,0,1,0,1,0,255,-0.00390625
confirmation_umi_12prb_cell212_permuted_ports,14.0,22,2037111523,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,23,2037111524,256,1,1,0,0,1,255,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,24,2037111525,256,1,0,1,0,0,255,0.00390625
confirmation_umi_12prb_cell212_permuted_ports,14.0,25,2037111526,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,26,2037111527,256,0,1,0,1,0,255,-0.00390625
confirmation_umi_12prb_cell212_permuted_ports,14.0,27,2037111528,256,1,1,0,0,1,255,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,28,2037111529,256,3,3,0,0,3,253,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,29,2037111530,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,30,2037111531,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,31,2037111532,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,32,2037111533,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,33,2037111534,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,34,2037111535,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,35,2037111536,256,1,4,0,3,1,252,-0.01171875
confirmation_umi_12prb_cell212_permuted_ports,14.0,36,2037111537,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,37,2037111538,256,0,1,0,1,0,255,-0.00390625
confirmation_umi_12prb_cell212_permuted_ports,14.0,38,2037111539,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,39,2037111540,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,40,2037111541,256,1,1,0,0,1,255,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,41,2037111542,256,1,1,0,0,1,255,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,42,2037111543,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,43,2037111544,256,1,1,0,0,1,255,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,44,2037111545,256,3,4,0,1,3,252,-0.00390625
confirmation_umi_12prb_cell212_permuted_ports,14.0,45,2037111546,256,1,1,0,0,1,255,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,46,2037111547,256,0,1,0,1,0,255,-0.00390625
confirmation_umi_12prb_cell212_permuted_ports,14.0,47,2037111548,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,48,2037111549,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,49,2037111550,256,1,1,0,0,1,255,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,50,2037111551,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,51,2037111552,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,52,2037111553,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,53,2037111554,256,2,2,0,0,2,254,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,54,2037111555,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,55,2037111556,256,0,1,0,1,0,255,-0.00390625
confirmation_umi_12prb_cell212_permuted_ports,14.0,56,2037111557,256,2,4,0,2,2,252,-0.0078125
confirmation_umi_12prb_cell212_permuted_ports,14.0,57,2037111558,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,58,2037111559,256,0,0,0,0,0,256,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,59,2037111560,256,1,1,0,0,1,255,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,60,2037111561,256,2,2,0,0,2,254,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,61,2037111562,256,1,1,0,0,1,255,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,62,2037111563,256,1,1,0,0,1,255,0.0
confirmation_umi_12prb_cell212_permuted_ports,14.0,63,2037111564,256,0,0,0,0,0,256,0.0
