case,ebno_db,rep,proposed_tbler,proposed_nmse,comparator_tbler,comparator_nmse,comparator,tbler_delta,nmse_delta
gate2_eval_umi_t1_4prb,10.0,10,0.0,0.3301753103733063,0.0078125,0.3369952738285064,trained_single_lmmse_ce,-0.0078125,-0.00681996345520014
gate2_eval_umi_t1_4prb,10.0,11,0.0,0.3306123614311218,0.0234375,0.3381823897361755,trained_single_lmmse_ce,-0.0234375,-0.007570028305053655
gate2_eval_umi_t1_4prb,14.0,0,0.0078125,0.3262061774730682,0.0078125,0.3341759741306305,trained_single_lmmse_ce,0.0,-0.007969796657562311
gate2_eval_umi_t1_4prb,14.0,1,0.0,0.3266648054122925,0.0,0.3338222205638885,trained_single_lmmse_ce,0.0,-0.007157415151596014
gate2_eval_umi_t1_4prb,14.0,2,0.0,0.3237783312797546,0.0,0.3288775980472564,trained_single_lmmse_ce,0.0,-0.005099266767501831
gate2_eval_umi_t1_4prb,14.0,3,0.0,0.3233704268932342,0.0,0.3288579881191253,trained_single_lmmse_ce,0.0,-0.005487561225891113
gate2_eval_umi_t1_4prb,14.0,4,0.0,0.3236236870288849,0.0078125,0.3284752070903778,trained_single_lmmse_ce,-0.0078125,-0.00485152006149292
gate2_eval_umi_t1_4prb,14.0,5,0.0078125,0.3242103457450866,0.0078125,0.3295648396015167,trained_single_lmmse_ce,0.0,-0.005354493856430109
gate2_eval_umi_t1_4prb,14.0,6,0.0,0.3237446546554565,0.0,0.3293348848819732,trained_single_lmmse_ce,0.0,-0.005590230226516724
gate2_eval_umi_t1_4prb,14.0,7,0.0078125,0.3245119154453277,0.015625,0.3298949301242828,trained_single_lmmse_ce,-0.0078125,-0.005383014678955078
gate2_eval_umi_t1_4prb,14.0,8,0.0,0.3245207965373993,0.0,0.3300864398479461,trained_single_lmmse_ce,0.0,-0.0055656433105468195
gate2_eval_umi_t1_4prb,14.0,9,0.0,0.3238528072834015,0.0,0.3283945620059967,trained_single_lmmse_ce,0.0,-0.004541754722595215
gate2_eval_umi_t1_4prb,14.0,10,0.0078125,0.3251473307609558,0.0234375,0.3309714496135711,trained_single_lmmse_ce,-0.015625,-0.005824118852615301
gate2_eval_umi_t1_4prb,14.0,11,0.0078125,0.3259384334087372,0.0078125,0.3309596180915832,trained_single_lmmse_ce,0.0,-0.005021184682846014
gate2_eval_umi_t1_8prb,2.0,0,0.1796875,0.3556583225727081,0.2421875,0.3672813475131988,trained_single_lmmse_ce,-0.0625,-0.011623024940490723
gate2_eval_umi_t1_8prb,2.0,1,0.140625,0.3586617112159729,0.1953125,0.368795096874237,trained_single_lmmse_ce,-0.0546875,-0.010133385658264105
gate2_eval_umi_t1_8prb,2.0,2,0.3125,0.355974793434143,0.34375,0.3672296702861786,trained_single_lmmse_ce,-0.03125,-0.011254876852035578
gate2_eval_umi_t1_8prb,2.0,3,0.25,0.3564778864383697,0.3046875,0.3679618239402771,trained_single_lmmse_ce,-0.0546875,-0.011483937501907404
gate2_eval_umi_t1_8prb,2.0,4,0.2578125,0.356475681066513,0.3046875,0.3679119944572449,trained_single_lmmse_ce,-0.046875,-0.011436313390731867
gate2_eval_umi_t1_8prb,2.0,5,0.265625,0.3558131754398346,0.328125,0.3675154745578766,trained_single_lmmse_ce,-0.0625,-0.011702299118041992
gate2_eval_umi_t1_8prb,2.0,6,0.2265625,0.3596271872520447,0.28125,0.3698778748512268,trained_single_lmmse_ce,-0.0546875,-0.010250687599182129
gate2_eval_umi_t1_8prb,2.0,7,0.21875,0.3575693666934967,0.21875,0.3675112128257751,trained_single_lmmse_ce,0.0,-0.009941846132278387
gate2_eval_umi_t1_8prb,2.0,8,0.1875,0.3603483736515045,0.21875,0.3708741962909698,trained_single_lmmse_ce,-0.03125,-0.010525822639465277
gate2_eval_umi_t1_8prb,2.0,9,0.2890625,0.3570557236671448,0.3359375,0.3681258857250213,trained_single_lmmse_ce,-0.046875,-0.011070162057876531
gate2_eval_umi_t1_8prb,2.0,10,0.234375,0.3591293692588806,0.265625,0.3701851367950439,trained_single_lmmse_ce,-0.03125,-0.011055767536163275
gate2_eval_umi_t1_8prb,2.0,11,0.1640625,0.3650213181972503,0.21875,0.3749731183052063,trained_single_lmmse_ce,-0.0546875,-0.009951800107955988
gate2_eval_umi_t1_8prb,6.0,0,0.0,0.3356716334819793,0.0,0.3447142839431762,trained_single_lmmse_ce,0.0,-0.0090426504611969
gate2_eval_umi_t1_8prb,6.0,1,0.0546875,0.3359281122684479,0.0625,0.3446834087371826,trained_single_lmmse_ce,-0.0078125,-0.008755296468734741
gate2_eval_umi_t1_8prb,6.0,2,0.046875,0.3365159928798675,0.0703125,0.3444415032863617,trained_single_lmmse_ce,-0.0234375,-0.007925510406494196
gate2_eval_umi_t1_8prb,6.0,3,0.0390625,0.3379818499088287,0.0625,0.345827043056488,trained_single_lmmse_ce,-0.0234375,-0.007845193147659302
gate2_eval_umi_t1_8prb,6.0,4,0.0078125,0.3369633257389068,0.0078125,0.3452157080173492,trained_single_lmmse_ce,0.0,-0.008252382278442383
gate2_eval_umi_t1_8prb,6.0,5,0.0703125,0.3369342684745788,0.1171875,0.3451065123081207,trained_single_lmmse_ce,-0.046875,-0.008172243833541926
gate2_eval_umi_t1_8prb,6.0,6,0.0390625,0.3349859416484833,0.046875,0.3436084389686584,trained_single_lmmse_ce,-0.0078125,-0.008622497320175115
gate2_eval_umi_t1_8prb,6.0,7,0.046875,0.3362280428409576,0.046875,0.3450563848018646,trained_single_lmmse_ce,0.0,-0.008828341960907038
gate2_eval_umi_t1_8prb,6.0,8,0.0546875,0.3340400755405426,0.09375,0.3432505130767822,trained_single_lmmse_ce,-0.0390625,-0.009210437536239624
gate2_eval_umi_t1_8prb,6.0,9,0.0390625,0.3348239958286285,0.0546875,0.3435788750648498,trained_single_lmmse_ce,-0.015625,-0.008754879236221313
gate2_eval_umi_t1_8prb,6.0,10,0.0234375,0.3348026871681213,0.0546875,0.3436951637268066,trained_single_lmmse_ce,-0.03125,-0.008892476558685303
gate2_eval_umi_t1_8prb,6.0,11,0.0390625,0.3348188400268554,0.046875,0.3438526690006256,trained_single_lmmse_ce,-0.0078125,-0.009033828973770197
gate2_eval_umi_t1_8prb,10.0,0,0.0,0.3258238732814789,0.0,0.3324787020683288,trained_single_lmmse_ce,0.0,-0.00665482878684992
gate2_eval_umi_t1_8prb,10.0,1,0.0,0.3282859623432159,0.0,0.3342662155628204,trained_single_lmmse_ce,0.0,-0.005980253219604492
gate2_eval_umi_t1_8prb,10.0,2,0.015625,0.3263790309429168,0.015625,0.3329635858535766,trained_single_lmmse_ce,0.0,-0.00658455491065979
gate2_eval_umi_t1_8prb,10.0,3,0.015625,0.3260295689105987,0.015625,0.3321048319339752,trained_single_lmmse_ce,0.0,-0.00607526302337652
gate2_eval_umi_t1_8prb,10.0,4,0.0078125,0.325283944606781,0.0078125,0.3316386938095093,trained_single_lmmse_ce,0.0,-0.0063547492027282715
gate2_eval_umi_t1_8prb,10.0,5,0.0078125,0.3280014991760254,0.0234375,0.3345981240272522,trained_single_lmmse_ce,-0.015625,-0.006596624851226807
gate2_eval_umi_t1_8prb,10.0,6,0.015625,0.3277365565299988,0.0234375,0.3340697586536407,trained_single_lmmse_ce,-0.0078125,-0.006333202123641912
gate2_eval_umi_t1_8prb,10.0,7,0.0,0.326195478439331,0.015625,0.3322285711765289,trained_single_lmmse_ce,-0.015625,-0.006033092737197876
gate2_eval_umi_t1_8prb,10.0,8,0.0078125,0.3271113932132721,0.0078125,0.3338941931724548,trained_single_lmmse_ce,0.0,-0.006782799959182684
gate2_eval_umi_t1_8prb,10.0,9,0.015625,0.3288066685199737,0.0234375,0.3354952931404114,trained_single_lmmse_ce,-0.0078125,-0.006688624620437678
gate2_eval_umi_t1_8prb,10.0,10,0.0234375,0.3282223641872406,0.0390625,0.3344169855117798,trained_single_lmmse_ce,-0.015625,-0.006194621324539185
gate2_eval_umi_t1_8prb,10.0,11,0.0,0.3258869051933288,0.015625,0.3316934704780578,trained_single_lmmse_ce,-0.015625,-0.005806565284729004
gate2_eval_umi_t1_8prb,14.0,0,0.0,0.3213265836238861,0.0,0.3262658715248108,trained_single_lmmse_ce,0.0,-0.004939287900924683
gate2_eval_umi_t1_8prb,14.0,1,0.0,0.3237995207309723,0.0,0.3291824758052826,trained_single_lmmse_ce,0.0,-0.005382955074310303
gate2_eval_umi_t1_8prb,14.0,2,0.0,0.3215589523315429,0.0,0.3265511691570282,trained_single_lmmse_ce,0.0,-0.004992216825485285
gate2_eval_umi_t1_8prb,14.0,3,0.0,0.3217091560363769,0.0,0.3265705704689026,trained_single_lmmse_ce,0.0,-0.00486141443252569
gate2_eval_umi_t1_8prb,14.0,4,0.0,0.3215715587139129,0.0,0.3261733651161194,trained_single_lmmse_ce,0.0,-0.004601806402206476
gate2_eval_umi_t1_8prb,14.0,5,0.0234375,0.3230951428413391,0.0234375,0.3279123306274414,trained_single_lmmse_ce,0.0,-0.004817187786102295
gate2_eval_umi_t1_8prb,14.0,6,0.0078125,0.322456806898117,0.0078125,0.3273836076259613,trained_single_lmmse_ce,0.0,-0.004926800727844294
gate2_eval_umi_t1_8prb,14.0,7,0.0,0.322434663772583,0.0,0.3271861970424652,trained_single_lmmse_ce,0.0,-0.004751533269882202
gate2_eval_umi_t1_8prb,14.0,8,0.0,0.3223743140697479,0.0,0.326998233795166,trained_single_lmmse_ce,0.0,-0.004623919725418091
gate2_eval_umi_t1_8prb,14.0,9,0.0,0.3232451975345611,0.0,0.3282786607742309,trained_single_lmmse_ce,0.0,-0.0050334632396698
gate2_eval_umi_t1_8prb,14.0,10,0.0078125,0.3219196796417236,0.0078125,0.3265959024429321,trained_single_lmmse_ce,0.0,-0.004676222801208496
gate2_eval_umi_t1_8prb,14.0,11,0.015625,0.3213679790496826,0.015625,0.3262801170349121,trained_single_lmmse_ce,0.0,-0.004912137985229492
gate2_eval_umi_t1_12prb,2.0,0,0.25,0.3551358580589294,0.2578125,0.3606265783309936,trained_single_lmmse_ce,-0.0078125,-0.005490720272064209
gate2_eval_umi_t1_12prb,2.0,1,0.2578125,0.3586999475955963,0.2890625,0.3635216653347015,trained_single_lmmse_ce,-0.03125,-0.004821717739105169
gate2_eval_umi_t1_12prb,2.0,2,0.203125,0.3616426289081573,0.25,0.3659365177154541,trained_single_lmmse_ce,-0.046875,-0.0042938888072968084
gate2_eval_umi_t1_12prb,2.0,3,0.1328125,0.3579322397708893,0.171875,0.3631304502487182,trained_single_lmmse_ce,-0.0390625,-0.005198210477828924
gate2_eval_umi_t1_12prb,2.0,4,0.171875,0.3567405641078949,0.1953125,0.3616376519203186,trained_single_lmmse_ce,-0.0234375,-0.004897087812423706
gate2_eval_umi_t1_12prb,2.0,5,0.3203125,0.363380879163742,0.328125,0.3677701354026794,trained_single_lmmse_ce,-0.0078125,-0.004389256238937378
gate2_eval_umi_t1_12prb,2.0,6,0.203125,0.3557489216327667,0.2265625,0.361397922039032,trained_single_lmmse_ce,-0.0234375,-0.005649000406265259
gate2_eval_umi_t1_12prb,2.0,7,0.2265625,0.3539649844169616,0.2578125,0.3601869642734527,trained_single_lmmse_ce,-0.03125,-0.006221979856491089
gate2_eval_umi_t1_12prb,2.0,8,0.1640625,0.3547913432121277,0.1953125,0.3607406318187713,trained_single_lmmse_ce,-0.03125,-0.005949288606643621
gate2_eval_umi_t1_12prb,2.0,9,0.25,0.3604941070079803,0.2734375,0.3648540675640106,trained_single_lmmse_ce,-0.0234375,-0.004359960556030329
gate2_eval_umi_t1_12prb,2.0,10,0.25,0.3539092242717743,0.2734375,0.360063761472702,trained_single_lmmse_ce,-0.0234375,-0.006154537200927734
gate2_eval_umi_t1_12prb,2.0,11,0.1953125,0.3554483652114868,0.2265625,0.3610683977603912,trained_single_lmmse_ce,-0.03125,-0.0056200325489043634
gate2_eval_umi_t1_12prb,6.0,0,0.015625,0.3387770354747772,0.015625,0.3400425314903259,trained_single_lmmse_ce,0.0,-0.001265496015548706
gate2_eval_umi_t1_12prb,6.0,1,0.0390625,0.3394127488136291,0.0390625,0.3415586948394775,trained_single_lmmse_ce,0.0,-0.0021459460258483887
gate2_eval_umi_t1_12prb,6.0,2,0.0859375,0.3392004072666168,0.109375,0.3412383496761322,trained_single_lmmse_ce,-0.0234375,-0.002037942409515381
gate2_eval_umi_t1_12prb,6.0,3,0.015625,0.3396529853343963,0.015625,0.3419805467128753,trained_single_lmmse_ce,0.0,-0.002327561378479004
gate2_eval_umi_t1_12prb,6.0,4,0.03125,0.3387100100517273,0.0234375,0.3413451015949249,trained_single_lmmse_ce,0.0078125,-0.002635091543197632
gate2_eval_umi_t1_12prb,6.0,5,0.0390625,0.3436420857906341,0.0390625,0.3438352942466736,trained_single_lmmse_ce,0.0,-0.00019320845603948422
gate2_eval_umi_t1_12prb,6.0,6,0.0234375,0.3373515009880066,0.03125,0.339756965637207,trained_single_lmmse_ce,-0.0078125,-0.002405464649200384
gate2_eval_umi_t1_12prb,6.0,7,0.0546875,0.3408214151859283,0.0546875,0.3429237008094787,trained_single_lmmse_ce,0.0,-0.002102285623550415
gate2_eval_umi_t1_12prb,6.0,8,0.0703125,0.3372685015201568,0.0859375,0.3395219445228576,trained_single_lmmse_ce,-0.015625,-0.0022534430027008057
gate2_eval_umi_t1_12prb,6.0,9,0.0390625,0.3416226208209991,0.046875,0.3438458144664764,trained_single_lmmse_ce,-0.0078125,-0.002223193645477295
gate2_eval_umi_t1_12prb,6.0,10,0.0703125,0.3384945690631866,0.0625,0.3396472632884979,trained_single_lmmse_ce,0.0078125,-0.0011526942253113348
gate2_eval_umi_t1_12prb,6.0,11,0.0390625,0.3378393054008484,0.0390625,0.3399657011032104,trained_single_lmmse_ce,0.0,-0.002126395702362005
gate2_eval_umi_t1_12prb,10.0,0,0.03125,0.3298732936382293,0.03125,0.3298242688179016,trained_single_lmmse_ce,0.0,4.902482032770328e-05
gate2_eval_umi_t1_12prb,10.0,1,0.0,0.3307638168334961,0.0,0.3304847180843353,trained_single_lmmse_ce,0.0,0.0002790987491607666
gate2_eval_umi_t1_12prb,10.0,2,0.0234375,0.3342710435390472,0.0234375,0.3340375125408172,trained_single_lmmse_ce,0.0,0.00023353099822998047
gate2_eval_umi_t1_12prb,10.0,3,0.0,0.3293550610542297,0.0,0.3293381035327911,trained_single_lmmse_ce,0.0,1.6957521438598633e-05
gate2_eval_umi_t1_12prb,10.0,4,0.03125,0.3323526680469513,0.03125,0.3321422040462494,trained_single_lmmse_ce,0.0,0.0002104640007019043
gate2_eval_umi_t1_12prb,10.0,5,0.0,0.3299656808376312,0.0,0.3291197121143341,trained_single_lmmse_ce,0.0,0.0008459687232971191
gate2_eval_umi_t1_12prb,10.0,6,0.0078125,0.3306187987327575,0.0078125,0.3304564356803894,trained_single_lmmse_ce,0.0,0.00016236305236810855
gate2_eval_umi_t1_12prb,10.0,7,0.03125,0.3317309319972992,0.03125,0.3316310942173004,trained_single_lmmse_ce,0.0,9.98377799987793e-05
gate2_eval_umi_t1_12prb,10.0,8,0.015625,0.3320735692977905,0.015625,0.3323370814323425,trained_single_lmmse_ce,0.0,-0.00026351213455194644
gate2_eval_umi_t1_12prb,10.0,9,0.0,0.3299783766269684,0.0,0.3296636641025543,trained_single_lmmse_ce,0.0,0.0003147125244140625
gate2_eval_umi_t1_12prb,10.0,10,0.015625,0.332959234714508,0.03125,0.3332590460777282,trained_single_lmmse_ce,-0.015625,-0.00029981136322021484
gate2_eval_umi_t1_12prb,10.0,11,0.0,0.3314605355262756,0.0,0.3311945796012878,trained_single_lmmse_ce,0.0,0.00026595592498779297
gate2_eval_umi_t1_12prb,14.0,0,0.0,0.3270788192749023,0.0,0.3252041637897491,trained_single_lmmse_ce,0.0,0.0018746554851531982
gate2_eval_umi_t1_12prb,14.0,1,0.015625,0.3261520266532898,0.0234375,0.3250315487384796,trained_single_lmmse_ce,-0.0078125,0.0011204779148101807
gate2_eval_umi_t1_12prb,14.0,2,0.0,0.3273680806159973,0.0,0.3257922530174255,trained_single_lmmse_ce,0.0,0.0015758275985718329
gate2_eval_umi_t1_12prb,14.0,3,0.015625,0.3282110393047333,0.015625,0.3266877830028534,trained_single_lmmse_ce,0.0,0.0015232563018798828
gate2_eval_umi_t1_12prb,14.0,4,0.0,0.3285421133041382,0.0,0.3274133205413818,trained_single_lmmse_ce,0.0,0.0011287927627564032
gate2_eval_umi_t1_12prb,14.0,5,0.0078125,0.3281838893890381,0.0078125,0.3269974291324615,trained_single_lmmse_ce,0.0,0.0011864602565765936
gate2_eval_umi_t1_12prb,14.0,6,0.0078125,0.3276529610157013,0.0078125,0.326137900352478,trained_single_lmmse_ce,0.0,0.0015150606632232666
gate2_eval_umi_t1_12prb,14.0,7,0.0,0.32771697640419,0.0,0.3266867101192474,trained_single_lmmse_ce,0.0,0.001030266284942627
gate2_eval_umi_t1_12prb,14.0,8,0.0,0.3263029456138611,0.0,0.3248141705989837,trained_single_lmmse_ce,0.0,0.0014887750148773748
gate2_eval_umi_t1_12prb,14.0,9,0.03125,0.3276196420192718,0.0234375,0.3261091709136963,trained_single_lmmse_ce,0.0078125,0.001510471105575506
gate2_eval_umi_t1_12prb,14.0,10,0.015625,0.3267768621444702,0.0234375,0.3250268697738647,trained_single_lmmse_ce,-0.0078125,0.0017499923706055243
gate2_eval_umi_t1_12prb,14.0,11,0.0,0.3286768496036529,0.0,0.3274697065353393,trained_single_lmmse_ce,0.0,0.0012071430683135986
gate2_eval_umi_t2_12prb,2.0,0,0.234375,0.3591345250606537,0.28125,0.3656173348426819,trained_single_lmmse_ce,-0.046875,-0.006482809782028198
gate2_eval_umi_t2_12prb,2.0,1,0.2734375,0.36900195479393,0.28125,0.3753833770751953,trained_single_lmmse_ce,-0.0078125,-0.006381422281265314
gate2_eval_umi_t2_12prb,2.0,2,0.3046875,0.357501208782196,0.328125,0.3645901381969452,trained_single_lmmse_ce,-0.0234375,-0.007088929414749201
gate2_eval_umi_t2_12prb,2.0,3,0.1640625,0.3552250266075134,0.1796875,0.3627133071422577,trained_single_lmmse_ce,-0.015625,-0.007488280534744263
gate2_eval_umi_t2_12prb,2.0,4,0.265625,0.3569256961345672,0.28125,0.3637947142124176,trained_single_lmmse_ce,-0.015625,-0.006869018077850397
gate2_eval_umi_t2_12prb,2.0,5,0.1953125,0.3579161763191223,0.2265625,0.3645332157611847,trained_single_lmmse_ce,-0.03125,-0.006617039442062378
gate2_eval_umi_t2_12prb,2.0,6,0.21875,0.3588736355304718,0.21875,0.3650256693363189,trained_single_lmmse_ce,0.0,-0.0061520338058471125
gate2_eval_umi_t2_12prb,2.0,7,0.1640625,0.3577133119106293,0.1875,0.3645103871822357,trained_single_lmmse_ce,-0.0234375,-0.006797075271606445
gate2_eval_umi_t2_12prb,2.0,8,0.296875,0.364828497171402,0.3671875,0.3699518144130707,trained_single_lmmse_ce,-0.0703125,-0.005123317241668701
gate2_eval_umi_t2_12prb,2.0,9,0.203125,0.355652242898941,0.2265625,0.3623354136943817,trained_single_lmmse_ce,-0.0234375,-0.006683170795440729
gate2_eval_umi_t2_12prb,2.0,10,0.203125,0.3545415997505188,0.2421875,0.3617029786109924,trained_single_lmmse_ce,-0.0390625,-0.007161378860473577
gate2_eval_umi_t2_12prb,2.0,11,0.265625,0.3604139983654022,0.3125,0.367696076631546,trained_single_lmmse_ce,-0.046875,-0.007282078266143799
gate2_eval_umi_t2_12prb,6.0,0,0.03125,0.3378174304962158,0.0625,0.3417795896530151,trained_single_lmmse_ce,-0.03125,-0.003962159156799261
gate2_eval_umi_t2_12prb,6.0,1,0.078125,0.3366887867450714,0.0859375,0.3411500751972198,trained_single_lmmse_ce,-0.0078125,-0.004461288452148382
gate2_eval_umi_t2_12prb,6.0,2,0.046875,0.3399249613285064,0.0625,0.343527227640152,trained_single_lmmse_ce,-0.015625,-0.0036022663116455633
gate2_eval_umi_t2_12prb,6.0,3,0.0390625,0.3431165516376495,0.0546875,0.3470296263694763,trained_single_lmmse_ce,-0.015625,-0.003913074731826838
gate2_eval_umi_t2_12prb,6.0,4,0.03125,0.3393706679344177,0.0390625,0.3433685600757599,trained_single_lmmse_ce,-0.0078125,-0.003997892141342163
gate2_eval_umi_t2_12prb,6.0,5,0.015625,0.3401094079017639,0.0234375,0.3444718420505523,trained_single_lmmse_ce,-0.0078125,-0.004362434148788397
gate2_eval_umi_t2_12prb,6.0,6,0.015625,0.3373118937015533,0.0234375,0.3414335250854492,trained_single_lmmse_ce,-0.0078125,-0.0041216313838959295
gate2_eval_umi_t2_12prb,6.0,7,0.0703125,0.3421521782875061,0.0703125,0.3455133140087127,trained_single_lmmse_ce,0.0,-0.0033611357212066095
gate2_eval_umi_t2_12prb,6.0,8,0.0,0.3380789756774902,0.0,0.3419942855834961,trained_single_lmmse_ce,0.0,-0.003915309906005915
gate2_eval_umi_t2_12prb,6.0,9,0.078125,0.337603211402893,0.0859375,0.3414507508277893,trained_single_lmmse_ce,-0.0078125,-0.0038475394248962957
gate2_eval_umi_t2_12prb,6.0,10,0.0234375,0.3369071185588836,0.03125,0.3412386476993561,trained_single_lmmse_ce,-0.0078125,-0.004331529140472468
gate2_eval_umi_t2_12prb,6.0,11,0.03125,0.3376055955886841,0.03125,0.3413911759853363,trained_single_lmmse_ce,0.0,-0.0037855803966522217
gate2_eval_umi_t2_12prb,10.0,0,0.0,0.3319580256938934,0.0,0.3332531154155731,trained_single_lmmse_ce,0.0,-0.001295089721679743
gate2_eval_umi_t2_12prb,10.0,1,0.0,0.331357330083847,0.0,0.3330099582672119,trained_single_lmmse_ce,0.0,-0.0016526281833649237
gate2_eval_umi_t2_12prb,10.0,2,0.0390625,0.3346019387245178,0.0390625,0.3363721966743469,trained_single_lmmse_ce,0.0,-0.0017702579498291016
gate2_eval_umi_t2_12prb,10.0,3,0.0078125,0.3296501636505127,0.015625,0.3313807845115661,trained_single_lmmse_ce,-0.0078125,-0.0017306208610534113
gate2_eval_umi_t2_12prb,10.0,4,0.0078125,0.3312384486198425,0.015625,0.3333355486392975,trained_single_lmmse_ce,-0.0078125,-0.0020971000194550116
