scope,pairs,comparator,tbler_delta_proposed_minus_comparator_mean,tbler_delta_proposed_minus_comparator_ci95_low,tbler_delta_proposed_minus_comparator_ci95_high,information_ber_delta_proposed_minus_comparator_mean,information_ber_delta_proposed_minus_comparator_ci95_low,information_ber_delta_proposed_minus_comparator_ci95_high,coded_bit_nll_delta_proposed_minus_comparator_mean,coded_bit_nll_delta_proposed_minus_comparator_ci95_low,coded_bit_nll_delta_proposed_minus_comparator_ci95_high,case
per_case,32,proposed_temperature_calibrated,0.00341796875,0.0001250705533138866,0.006710866946686113,0.0029207864427007717,0.001899757540904739,0.003941815344496805,0.0027597267180681194,0.00025040826004218975,0.005269045176094049,diag_uma_type1_4user
per_case,32,proposed_temperature_calibrated,-0.0576171875,-0.08145203232685458,-0.033782342673145414,0.0063052796758711355,0.0040633476208716,0.008547211730870672,0.10922410618513823,0.07089418901409808,0.14755402335617837,diag_umi_type1_2user_2layer
per_case,32,proposed_temperature_calibrated,-0.05078125,-0.06526886006909396,-0.036293639930906035,0.010343720205128182,0.007605464881361657,0.013081975528894708,0.10142168961465359,0.06755099545318474,0.13529238377612243,diag_umi_type2_2user_2layer
per_case,32,random_graph_fixed_cardinality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,diag_cdl_a_single_user_2layer
per_case,32,random_graph_fixed_cardinality,-0.0517578125,-0.06271018708818103,-0.04080543791181897,-0.011304855754133316,-0.01293702632098648,-0.009672685187280152,-0.01781598851084709,-0.021593260447475098,-0.014038716574219085,diag_uma_type1_4user
per_case,32,random_graph_fixed_cardinality,-0.0654296875,-0.08290148030720955,-0.04795789469279045,-0.018105619121342897,-0.021912466294122412,-0.014298771948563382,-0.020860224962234494,-0.03141624211121521,-0.010304207813253778,diag_umi_type1_2user_2layer
per_case,32,random_graph_fixed_cardinality,-0.080078125,-0.09353377402233999,-0.06662247597766001,-0.01934150280430915,-0.022210379881701405,-0.016472625726916896,-0.021997717209160335,-0.026632646032343596,-0.017362788385977074,diag_umi_type2_2user_2layer
per_case,32,true_channel_iter1,-0.0703125,-0.09214158487712164,-0.04848341512287836,-0.016056357882916927,-0.0240172217074706,-0.008095494058363253,0.11791730672121048,0.0470656769556306,0.18876893648679036,diag_cdl_a_single_user_2layer
per_case,32,true_channel_iter1,0.01171875,-0.011167526663673575,0.03460502666367357,0.016384125221520666,0.010017270481312087,0.022750979961729242,-0.0026865284889936447,-0.012351602714952503,0.006978545736965214,diag_uma_type1_4user
per_case,32,true_channel_iter1,-0.072265625,-0.09856390993479361,-0.04596734006520639,0.004956181161105628,-0.0021387583340735043,0.01205112065628476,0.1090372009202838,0.061561735012112276,0.15651266682845533,diag_umi_type1_2user_2layer
per_case,32,true_channel_iter1,-0.0673828125,-0.09462365337522982,-0.04014197162477018,0.00774355954490601,-0.0020925158313735443,0.017579634921185562,0.09216139651834965,0.04654419235926463,0.13777860067743466,diag_umi_type2_2user_2layer
per_case,32,true_channel_iter4,0.0078125,-0.012583574965344079,0.02820857496534408,-0.012738322839140899,-0.01764514009936783,-0.007831505578913966,-1.2375754937529564,-1.7349459129789444,-0.7402050745269684,diag_cdl_a_single_user_2layer
per_case,32,true_channel_iter4,0.25390625,0.20073757280536766,0.3070749271946323,0.054452897747978575,0.04210478603076494,0.06680100946519221,0.05902377609163523,0.03274938290020808,0.08529816928306237,diag_uma_type1_4user
per_case,32,true_channel_iter4,0.1240234375,0.09604634071120305,0.15200053428879695,0.016893137944862253,0.010710454008360227,0.02307582188136428,-1.1958869639784098,-1.7558573541191034,-0.6359165738377162,diag_umi_type1_2user_2layer
per_case,32,true_channel_iter4,0.1162109375,0.08786454551743353,0.14455732948256647,0.023679742589592923,0.015015104108479012,0.032344381070706835,-0.6708483593538404,-0.9397328089804456,-0.40196390972723506,diag_umi_type2_2user_2layer
per_case,32,uncertainty_off_fixed_graph,-0.005859375,-0.017343749999999998,0.005624999999999996,-0.01468638889491558,-0.01694253944340025,-0.012430238346430911,-0.9662112891674042,-1.3662260997895415,-0.5661964785452669,diag_cdl_a_single_user_2layer
per_case,32,uncertainty_off_fixed_graph,-0.04541015625,-0.06129002961731672,-0.029530282882683282,-0.01816177408909425,-0.022095395796970153,-0.01422815238121835,-0.19755151588469744,-0.27079187605937194,-0.12431115571002294,diag_uma_type1_4user
per_case,32,uncertainty_off_fixed_graph,-0.025390625,-0.04309424290376646,-0.007687007096233538,-0.032255024183541536,-0.035248883195503504,-0.029261165171579572,-1.1452767886221409,-1.628759171393607,-0.6617944058506748,diag_umi_type1_2user_2layer
per_case,32,uncertainty_off_fixed_graph,-0.0458984375,-0.06262375599930217,-0.02917311900069782,-0.03279327088966966,-0.0370058927090474,-0.02858064907029191,-0.98098508361727,-1.3354260888886893,-0.6265440783458507,diag_umi_type2_2user_2layer
per_case,32,uncertainty_off_temperature_calibrated,0.021484375,0.009675289378614846,0.033293460621385156,0.03012163960374892,0.022870068409963643,0.037373210797534195,0.2229247996583581,0.15811387243416614,0.28773572688255006,diag_cdl_a_single_user_2layer
per_case,32,uncertainty_off_temperature_calibrated,-0.0205078125,-0.033799981798658084,-0.007215643201341918,-0.002438863448332997,-0.0039985181637990155,-0.0008792087328669783,-0.013662748038768763,-0.019195935224841563,-0.008129560852695963,diag_uma_type1_4user
per_case,32,uncertainty_off_temperature_calibrated,-0.0986328125,-0.12801106222238615,-0.06925456277761385,-0.0084057729691267,-0.010713675031530763,-0.006097870906722636,0.027874966152012348,0.003514380238965102,0.052235552065059594,diag_umi_type1_2user_2layer
per_case,32,uncertainty_off_temperature_calibrated,-0.107421875,-0.12646345341026669,-0.08838029658973331,-0.007310936227440839,-0.009403864491996337,-0.005218007962885342,0.04387611523270607,0.02561575561504879,0.062136474850363346,diag_umi_type2_2user_2layer
per_case,32,untrained_proposed,-0.140625,-0.17408270229322292,-0.10716729770677706,-0.07004938460886478,-0.07822842695590362,-0.06187034226182595,0.011276369914412502,-0.02606571781136365,0.048618457640188656,diag_cdl_a_single_user_2layer
per_case,32,untrained_proposed,-0.5546875,-0.6123763116703359,-0.4969986883296641,-0.23676428088219836,-0.24843344594197642,-0.2250951158224203,-0.36887673288583755,-0.44048832482007527,-0.29726514095159984,diag_uma_type1_4user
per_case,32,untrained_proposed,-0.30859375,-0.34202318215526983,-0.27516431784473017,-0.17807211820036173,-0.18884156679697386,-0.1673026696037496,-0.31838953867554665,-0.38128929286728463,-0.25548978448380866,diag_umi_type1_2user_2layer
per_case,32,untrained_proposed,-0.306640625,-0.3352794372963482,-0.2780018127036518,-0.18402953119948506,-0.19335106213673,-0.17470800026224012,-0.38002742547541857,-0.46255919429725406,-0.2974956566535831,diag_umi_type2_2user_2layer
per_case,32,variance_scaled_proposed,0.005859375,-0.0025893998555621845,0.014308149855562185,-0.005006782710552216,-0.007632684561890975,-0.002380880859213456,-0.38674870878458023,-0.5363916618985469,-0.2371057556706136,diag_cdl_a_single_user_2layer
per_case,32,variance_scaled_proposed,-0.00341796875,-0.006410003177541484,-0.0004259343224585154,0.0008983616135083124,0.00019403733030976737,0.0016026858967068574,0.00010840781033039266,-0.0016125063477886498,0.001829321968449435,diag_uma_type1_4user
per_case,32,variance_scaled_proposed,-0.0009765625,-0.005311410063532949,0.003358285063532949,0.0022655727807432404,0.0013327566667172307,0.00319838889476925,0.03422337118536234,0.018714534167511933,0.049732208203212745,diag_umi_type1_2user_2layer
per_case,32,variance_scaled_proposed,-0.001953125,-0.00578125,0.0018749999999999995,0.0025457656010985374,0.0014575042246333374,0.0036340269775637377,0.027090471237897873,0.01294206093445913,0.04123888154133662,diag_umi_type2_2user_2layer
