candidate,step,case,num_prb,ebno_db,loss,coded_bit_nll,channel_nll,calibration_penalty,gradient_norm,validation_score,contract_signature
physical_context_multiscale_r64,0,factorial_train_umi_4prb,4,-2.0,0.5245219469070435,0.4916876256465912,0.014298166148364544,0.6423883438110352,0.17081467807292938,0.5468787785104585,968d1af2feee7c0c1bf30f8204c77af74179369927ee37854fb204fd01554a8d
physical_context_multiscale_r64,40,factorial_train_umi_4prb,4,-0.20946137161588507,0.41506049036979675,0.3943597972393036,-0.5772679448127747,0.9912817478179932,0.3645738661289215,nan,968d1af2feee7c0c1bf30f8204c77af74179369927ee37854fb204fd01554a8d
physical_context_multiscale_r64,80,factorial_train_umi_4prb,4,1.5810772567682299,0.2953835427761078,0.3369269371032715,-1.038631796836853,0.20776407420635223,0.13629494607448578,nan,968d1af2feee7c0c1bf30f8204c77af74179369927ee37854fb204fd01554a8d
physical_context_multiscale_r64,120,factorial_train_umi_4prb,4,3.3716158851523446,0.21329766511917114,0.26288464665412903,-1.3818817138671875,0.39014220237731934,0.1791405826807022,nan,968d1af2feee7c0c1bf30f8204c77af74179369927ee37854fb204fd01554a8d
physical_context_multiscale_r64,160,factorial_train_umi_4prb,4,5.16215451353646,0.159310445189476,0.21673810482025146,-1.4876989126205444,0.3391458988189697,0.1757463812828064,nan,968d1af2feee7c0c1bf30f8204c77af74179369927ee37854fb204fd01554a8d
physical_context_multiscale_r64,200,factorial_train_umi_4prb,4,6.952693141920575,0.29124873876571655,0.3349490165710449,-0.9138333201408386,0.039827749133110046,0.3033733665943146,0.3079230129890683,968d1af2feee7c0c1bf30f8204c77af74179369927ee37854fb204fd01554a8d
physical_context_multiscale_r64,240,factorial_train_umi_4prb,4,8.74323177030469,0.05628925561904907,0.09761942923069,-1.8938127756118774,1.0672093629837036,0.4409834146499634,nan,968d1af2feee7c0c1bf30f8204c77af74179369927ee37854fb204fd01554a8d
physical_context_multiscale_r64,280,factorial_train_umi_4prb,4,10.533770398688803,0.03301612287759781,0.10521713644266129,-1.719393014907837,0.2753727436065674,0.21687579154968262,nan,968d1af2feee7c0c1bf30f8204c77af74179369927ee37854fb204fd01554a8d
physical_context_multiscale_r64,320,factorial_train_umi_4prb,4,12.32430902707292,0.008635923266410828,0.08579433709383011,-1.9882651567459106,0.4450969398021698,0.2673300504684448,nan,968d1af2feee7c0c1bf30f8204c77af74179369927ee37854fb204fd01554a8d
physical_context_multiscale_r64,360,factorial_train_umi_4prb,4,-1.8851523445429663,0.3965013325214386,0.4433225095272064,-0.936585009098053,0.0001617726229596883,0.11603993922472,nan,968d1af2feee7c0c1bf30f8204c77af74179369927ee37854fb204fd01554a8d
physical_context_multiscale_r64,400,factorial_train_umi_4prb,4,-0.09461371615885161,0.27815279364585876,0.34070512652397156,-1.3098721504211426,0.058825861662626266,0.033772148191928864,0.283457094967994,968d1af2feee7c0c1bf30f8204c77af74179369927ee37854fb204fd01554a8d
physical_context_multiscale_r64,440,factorial_train_umi_4prb,4,1.6959249122252635,0.23926784098148346,0.3053048551082611,-1.3325451612472534,0.011804858222603798,0.14934393763542175,nan,968d1af2feee7c0c1bf30f8204c77af74179369927ee37854fb204fd01554a8d
physical_context_multiscale_r64,480,factorial_train_umi_4prb,4,3.4864635406093782,0.17128923535346985,0.23944886028766632,-1.3631930351257324,4.6107354023661173e-07,0.14408230781555176,nan,968d1af2feee7c0c1bf30f8204c77af74179369927ee37854fb204fd01554a8d
physical_context_multiscale_r64,520,factorial_train_umi_4prb,4,5.277002168993493,0.1369505077600479,0.20589974522590637,-1.3863396644592285,0.007354884408414364,0.20656132698059082,nan,968d1af2feee7c0c1bf30f8204c77af74179369927ee37854fb204fd01554a8d
physical_context_multiscale_r64,560,factorial_train_umi_4prb,4,7.0675407973776085,0.03373394533991814,0.09091257303953171,-2.2247118949890137,1.081139326095581,0.4310441017150879,nan,968d1af2feee7c0c1bf30f8204c77af74179369927ee37854fb204fd01554a8d
physical_context_multiscale_r64,600,factorial_train_umi_4prb,4,8.858079425761723,-0.015302307903766632,0.0772436335682869,-2.1402482986450195,0.2893294394016266,0.1782798320055008,0.2725745500193962,968d1af2feee7c0c1bf30f8204c77af74179369927ee37854fb204fd01554a8d
